client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,dataset_source
SYN_CLI_029548,156726.0,55,1,3,3,-1,3,4,4,4,37400.0,33900.0,69500.0,53200.0,103300.0,73700.0,15600.0,4700.0,11500.0,14400.0,57900.0,48300.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_000270,299548.0,51,3,2,-2,4,4,0,-1,3,45200.0,21000.0,27500.0,148300.0,116100.0,150400.0,11100.0,6300.0,9000.0,30000.0,67800.0,5300.0,0,SYNTHETIC_CREDIT_RISK
UCI_006406,180000.0,38,1,2,1,-2,-2,-2,-2,-2,3999.0,2183.0,5828.0,0.0,2165.0,645.0,2183.0,5828.0,0.0,2165.0,645.0,4390.0,0,UCI_CREDIT_CARD
UCI_010134,40000.0,45,2,1,1,2,0,0,0,0,40910.0,39592.0,40135.0,37403.0,30159.0,27854.0,0.0,2196.0,4.0,603.0,925.0,389.0,0,UCI_CREDIT_CARD
UCI_014993,260000.0,51,1,1,-1,-1,2,-1,-1,-1,229.0,674.0,476.0,2856.0,814.0,605.0,674.0,0.0,2880.0,814.0,605.0,1776.0,0,UCI_CREDIT_CARD
UCI_009501,130000.0,30,1,1,0,0,0,0,-1,-1,9255.0,10264.0,7060.0,4480.0,3000.0,0.0,1204.0,1000.0,3990.0,3000.0,0.0,200.0,0,UCI_CREDIT_CARD
SYN_CLI_005121,409762.0,59,1,1,1,4,-1,-2,1,0,125700.0,197900.0,65000.0,113100.0,82500.0,42900.0,37500.0,118900.0,9400.0,4600.0,12500.0,26400.0,0,SYNTHETIC_CREDIT_RISK
UCI_006078,100000.0,26,2,2,0,0,0,-1,0,0,22320.0,15193.0,13516.0,1541.0,8805.0,11329.0,1227.0,1150.0,1600.0,8000.0,5000.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_002735,229195.0,57,3,2,-1,0,-1,-2,3,2,109100.0,104500.0,136000.0,159400.0,120000.0,57700.0,7200.0,36400.0,87200.0,49500.0,47600.0,11700.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_016814,102594.0,60,2,1,0,3,2,4,2,2,57000.0,26400.0,25700.0,39000.0,46200.0,39000.0,35900.0,14000.0,15200.0,13400.0,6700.0,23700.0,1,SYNTHETIC_CREDIT_RISK
UCI_013192,120000.0,48,2,1,0,0,0,0,0,0,78384.0,77085.0,73326.0,72594.0,72008.0,74622.0,4000.0,3505.0,3005.0,3008.0,7253.0,12.0,0,UCI_CREDIT_CARD
SYN_CLI_012165,67332.0,46,1,1,4,0,1,0,-1,2,16300.0,33300.0,25400.0,29800.0,25100.0,48600.0,3700.0,12100.0,9600.0,7000.0,4400.0,27300.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_000388,417245.0,37,4,1,1,0,4,0,0,2,230400.0,318100.0,246100.0,77400.0,120800.0,92400.0,139500.0,137000.0,155900.0,51000.0,14500.0,52900.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_027611,208551.0,56,2,1,-1,3,1,2,1,3,107700.0,77100.0,176500.0,130300.0,140800.0,70600.0,19400.0,1100.0,17900.0,29200.0,97300.0,46800.0,1,SYNTHETIC_CREDIT_RISK
UCI_029663,70000.0,31,2,2,0,0,0,0,0,0,35515.0,36619.0,37725.0,38792.0,39447.0,40361.0,2000.0,2000.0,2000.0,1600.0,1700.0,1700.0,0,UCI_CREDIT_CARD
UCI_002135,160000.0,66,2,1,2,2,2,2,2,2,67771.0,69535.0,70848.0,71739.0,73090.0,74490.0,3400.0,3000.0,2600.0,2600.0,2700.0,2800.0,1,UCI_CREDIT_CARD
UCI_016465,80000.0,59,3,1,0,0,0,0,0,0,75662.0,70073.0,53169.0,50875.0,50372.0,49470.0,3212.0,2106.0,2000.0,1603.0,1903.0,2006.0,0,UCI_CREDIT_CARD
SYN_CLI_014423,489795.0,59,4,2,-1,4,4,3,1,1,228200.0,243600.0,336900.0,139400.0,60900.0,295700.0,80100.0,81600.0,27700.0,30200.0,8200.0,16000.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_003104,225022.0,55,1,2,1,-2,0,0,2,4,39100.0,131300.0,69600.0,71300.0,128800.0,144900.0,2400.0,90300.0,41900.0,37700.0,70500.0,5300.0,0,SYNTHETIC_CREDIT_RISK
UCI_017400,60000.0,36,2,2,0,0,0,0,0,0,57724.0,56597.0,50766.0,47022.0,31606.0,30820.0,2000.0,5015.0,2000.0,3000.0,1300.0,1500.0,0,UCI_CREDIT_CARD
UCI_009568,210000.0,35,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_015643,360000.0,38,2,1,-1,-1,-1,0,-1,0,994.0,0.0,27566.0,28558.0,12495.0,18906.0,0.0,27566.0,2513.0,12495.0,8906.0,1841.0,0,UCI_CREDIT_CARD
SYN_CLI_021768,432068.0,67,3,2,3,-1,4,2,2,3,47200.0,51300.0,310200.0,242400.0,291000.0,222300.0,25800.0,4300.0,112100.0,47100.0,132100.0,129000.0,1,SYNTHETIC_CREDIT_RISK
UCI_022992,70000.0,37,2,2,0,0,0,0,0,0,69099.0,69684.0,64801.0,64863.0,123234.0,60733.0,3018.0,3400.0,2200.0,2500.0,2500.0,2510.0,0,UCI_CREDIT_CARD
SYN_CLI_024700,124515.0,72,1,3,2,4,2,0,-1,0,17600.0,26800.0,28700.0,34300.0,43600.0,106700.0,5000.0,6300.0,15100.0,19700.0,19200.0,23200.0,1,SYNTHETIC_CREDIT_RISK
UCI_001225,20000.0,21,2,2,0,0,-1,0,0,-2,20297.0,17054.0,2333.0,1300.0,0.0,0.0,1240.0,2333.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_005144,360000.0,29,1,2,-1,2,-1,-1,0,-1,780.0,390.0,390.0,540.0,540.0,390.0,0.0,390.0,540.0,390.0,390.0,390.0,0,UCI_CREDIT_CARD
UCI_007710,80000.0,47,3,1,0,0,0,0,-1,0,78415.0,80093.0,74598.0,34712.0,40452.0,39762.0,3369.0,1688.0,694.0,44492.0,1455.0,1365.0,1,UCI_CREDIT_CARD
UCI_000639,400000.0,40,1,2,-1,-1,-1,-1,-1,0,60125.0,1981.0,4521.0,20472.0,76933.0,173599.0,1981.0,4521.0,20500.0,77000.0,100000.0,7700.0,0,UCI_CREDIT_CARD
SYN_CLI_014277,142077.0,22,4,3,4,1,-1,2,1,3,42400.0,88000.0,49500.0,32500.0,48100.0,25600.0,3300.0,25600.0,6200.0,9800.0,20200.0,8900.0,1,SYNTHETIC_CREDIT_RISK
UCI_021089,40000.0,37,5,2,0,0,0,0,-1,0,36712.0,37403.0,18688.0,-620.0,32760.0,12500.0,1596.0,1006.0,0.0,17000.0,2000.0,780.0,0,UCI_CREDIT_CARD
SYN_CLI_011967,309931.0,44,2,3,1,3,2,-1,0,3,70600.0,103300.0,147500.0,48600.0,95900.0,107800.0,17700.0,2000.0,53400.0,1900.0,41300.0,52000.0,0,SYNTHETIC_CREDIT_RISK
UCI_007734,130000.0,29,1,2,0,0,-2,-2,-2,-2,102640.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_027264,470000.0,37,3,2,2,2,0,0,0,0,519901.0,499024.0,494290.0,470617.0,398523.0,389927.0,0.0,20600.0,19000.0,14000.0,13600.0,13600.0,1,UCI_CREDIT_CARD
UCI_026222,250000.0,37,2,1,1,-2,-1,-1,-1,-1,0.0,0.0,9737.0,790.0,20750.0,0.0,0.0,9737.0,790.0,20750.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_026510,500000.0,53,3,1,-1,-1,-1,-1,-1,-1,1453.0,961.0,159.0,720.0,3157.0,2336.0,961.0,159.0,720.0,3160.0,2336.0,1033.0,0,UCI_CREDIT_CARD
UCI_019975,180000.0,36,2,2,-2,-1,-1,-1,-2,-2,0.0,1290.0,2985.0,0.0,0.0,0.0,1290.0,2985.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_010870,368519.0,42,3,3,0,4,3,0,3,2,57100.0,116900.0,220700.0,171100.0,281800.0,55000.0,11700.0,35500.0,88900.0,46500.0,129200.0,7100.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_007049,401712.0,32,3,1,-1,4,3,0,3,2,172900.0,175600.0,160700.0,195600.0,96700.0,48400.0,95700.0,78400.0,106700.0,2000.0,6400.0,7900.0,0,SYNTHETIC_CREDIT_RISK
UCI_020369,50000.0,23,2,1,0,0,-2,-2,-2,-2,9156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,UCI_CREDIT_CARD
UCI_007448,240000.0,31,2,1,2,0,0,0,0,0,71876.0,72382.0,72155.0,72543.0,73011.0,73484.0,3100.0,2400.0,2367.0,2435.0,2500.0,3000.0,1,UCI_CREDIT_CARD
SYN_CLI_027979,325316.0,32,4,2,-2,1,4,4,-2,4,131100.0,97900.0,116800.0,125200.0,17600.0,67300.0,65200.0,49500.0,5200.0,40400.0,10900.0,9000.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_025277,363660.0,40,2,2,3,0,0,0,3,0,135700.0,87800.0,117100.0,117700.0,145700.0,129500.0,7100.0,9200.0,56100.0,1700.0,82500.0,88600.0,0,SYNTHETIC_CREDIT_RISK
UCI_003382,400000.0,38,2,2,0,0,0,0,-1,-1,2988.0,3983.0,3417.0,3267.0,186.0,1200.0,1222.0,1000.0,1200.0,186.0,1200.0,0.0,0,UCI_CREDIT_CARD
UCI_027831,200000.0,26,1,2,-2,-2,-2,-2,-2,-2,2364.0,442.0,33442.0,2140.0,964.0,2075.0,442.0,33448.0,2140.0,964.0,2075.0,7511.0,0,UCI_CREDIT_CARD
UCI_028240,10000.0,34,3,1,0,0,0,0,-1,-1,7101.0,8131.0,9024.0,6292.0,2530.0,6727.0,1307.0,1200.0,1012.0,2530.0,6727.0,56.0,1,UCI_CREDIT_CARD
UCI_028211,300000.0,40,2,1,0,0,0,0,0,0,11704.0,10196.0,8900.0,7099.0,5437.0,3958.0,1139.0,1322.0,1000.0,2000.0,1000.0,1000.0,0,UCI_CREDIT_CARD
UCI_023307,20000.0,40,3,2,3,3,2,0,0,0,18244.0,17670.0,17105.0,18335.0,10415.0,8526.0,0.0,0.0,2001.0,3000.0,3000.0,3000.0,0,UCI_CREDIT_CARD
UCI_016548,130000.0,29,1,2,-1,-1,-1,0,0,-1,9619.0,6247.0,59904.0,81838.0,37422.0,15365.0,6247.0,59904.0,30000.0,10000.0,15365.0,10778.0,0,UCI_CREDIT_CARD
UCI_019907,100000.0,42,2,1,2,2,0,0,0,0,91534.0,88637.0,90169.0,84714.0,69482.0,70226.0,0.0,4458.0,2973.0,2606.0,2696.0,2695.0,1,UCI_CREDIT_CARD
SYN_CLI_002238,142609.0,72,2,3,4,4,4,3,2,4,47800.0,73000.0,54400.0,103700.0,64700.0,100800.0,17500.0,37300.0,9200.0,16200.0,31200.0,26000.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_020203,383930.0,31,1,2,3,4,3,1,4,-1,204900.0,196600.0,340100.0,148600.0,275900.0,66800.0,70400.0,88300.0,230100.0,90700.0,86900.0,23000.0,1,SYNTHETIC_CREDIT_RISK
UCI_012680,150000.0,35,1,1,0,0,0,0,0,0,38484.0,43489.0,48194.0,32264.0,25579.0,0.0,8000.0,5175.0,3000.0,10000.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_007493,109710.0,31,1,3,1,3,1,2,4,-1,81300.0,45100.0,19200.0,16100.0,56700.0,56600.0,41300.0,22700.0,4500.0,1100.0,37800.0,33200.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_001563,131752.0,34,1,3,-2,-1,4,3,2,1,44500.0,73800.0,116300.0,31200.0,57000.0,36200.0,20000.0,10600.0,31600.0,7100.0,900.0,9500.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_025304,382789.0,69,4,2,0,0,-1,-1,0,0,94600.0,156200.0,48700.0,18700.0,211600.0,114200.0,51400.0,68100.0,4200.0,12900.0,120600.0,71000.0,0,SYNTHETIC_CREDIT_RISK
UCI_006800,80000.0,24,2,2,0,0,0,0,0,2,26170.0,25215.0,26189.0,26801.0,28593.0,26020.0,1414.0,1388.0,1000.0,2180.0,0.0,929.0,1,UCI_CREDIT_CARD
SYN_CLI_005249,451303.0,26,2,2,0,4,3,-1,-1,3,210500.0,24700.0,267000.0,16600.0,69300.0,363500.0,85900.0,9700.0,115700.0,11100.0,7500.0,56100.0,0,SYNTHETIC_CREDIT_RISK
UCI_010831,10000.0,22,2,2,2,0,0,-1,-1,-2,8631.0,9202.0,9975.0,528.0,0.0,0.0,1238.0,1275.0,528.0,0.0,0.0,0.0,1,UCI_CREDIT_CARD
SYN_CLI_021312,141368.0,63,1,2,4,4,4,4,-1,-1,62300.0,36200.0,62000.0,20700.0,27100.0,54500.0,23100.0,10800.0,28700.0,2700.0,10400.0,29100.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_005043,205205.0,38,4,2,2,2,-2,0,4,-1,162700.0,172400.0,66900.0,64500.0,60300.0,123500.0,14600.0,30500.0,46200.0,17300.0,19400.0,8800.0,1,SYNTHETIC_CREDIT_RISK
UCI_010516,210000.0,41,1,2,-1,0,0,0,0,0,779.0,11040.0,12471.0,13684.0,15356.0,16337.0,11000.0,2200.0,2000.0,2000.0,2000.0,2000.0,0,UCI_CREDIT_CARD
SYN_CLI_013458,378434.0,58,1,2,2,1,3,1,2,4,264600.0,138100.0,71000.0,122800.0,199300.0,15100.0,180900.0,95000.0,30500.0,54600.0,33900.0,5500.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_001259,274801.0,48,2,3,1,1,0,2,2,-2,190400.0,117900.0,41500.0,19000.0,60200.0,96900.0,44500.0,19400.0,26300.0,1300.0,27400.0,10300.0,0,SYNTHETIC_CREDIT_RISK
UCI_013983,240000.0,44,2,1,0,0,0,0,0,0,199446.0,200899.0,205084.0,194800.0,183962.0,188496.0,7500.0,10006.0,7000.0,7000.0,8000.0,7000.0,0,UCI_CREDIT_CARD
SYN_CLI_004408,101127.0,29,1,3,3,0,3,-1,1,-2,77900.0,20000.0,22300.0,86000.0,6500.0,22500.0,39200.0,600.0,7200.0,50200.0,3400.0,1400.0,1,SYNTHETIC_CREDIT_RISK
UCI_011375,290000.0,43,1,2,0,0,0,0,0,0,197175.0,210932.0,217394.0,221950.0,228203.0,233974.0,17000.0,10000.0,10000.0,10000.0,10000.0,5000.0,0,UCI_CREDIT_CARD
SYN_CLI_005550,379504.0,65,3,3,1,2,-2,3,4,1,96800.0,53400.0,81500.0,183400.0,134200.0,26600.0,50500.0,33800.0,9200.0,17100.0,78900.0,5400.0,0,SYNTHETIC_CREDIT_RISK
UCI_010302,120000.0,39,2,1,0,0,0,0,0,0,114644.0,117110.0,117050.0,117486.0,117720.0,118773.0,4320.0,4200.0,4200.0,4300.0,4400.0,4200.0,0,UCI_CREDIT_CARD
UCI_011615,180000.0,52,2,3,-2,-2,-2,-2,-2,-2,0.0,0.0,145.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_013229,230000.0,33,1,2,0,0,0,0,0,0,228639.0,226778.0,184466.0,157857.0,131706.0,62237.0,10075.0,10135.0,6034.0,10000.0,3000.0,5000.0,0,UCI_CREDIT_CARD
SYN_CLI_023717,196937.0,46,1,2,3,0,-1,1,0,0,126300.0,84100.0,90800.0,96100.0,107200.0,104700.0,65300.0,47800.0,50200.0,52700.0,13100.0,70300.0,0,SYNTHETIC_CREDIT_RISK
UCI_011072,450000.0,37,1,3,-2,-2,-2,-2,-2,-2,324.0,302.0,5018.0,317.0,1614.0,324.0,303.0,5041.0,1.0,1622.0,325.0,316.0,0,UCI_CREDIT_CARD
UCI_022317,350000.0,31,1,2,-1,2,-1,-1,-1,-1,403.0,403.0,1351.0,4656.0,0.0,1190.0,0.0,1351.0,4677.0,0.0,1190.0,150.0,0,UCI_CREDIT_CARD
UCI_007510,230000.0,30,3,1,0,-1,0,0,0,0,134272.0,238601.0,135099.0,133431.0,53103.0,49586.0,107000.0,3826.0,5000.0,5000.0,2000.0,3000.0,0,UCI_CREDIT_CARD
SYN_CLI_010272,255017.0,33,2,1,1,3,1,1,2,2,51700.0,56400.0,66200.0,104300.0,133500.0,72900.0,16100.0,38100.0,24400.0,15900.0,90600.0,35100.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_028139,284145.0,43,2,2,-2,1,4,4,4,1,152100.0,167600.0,68900.0,89700.0,101700.0,30100.0,15900.0,70300.0,43300.0,51300.0,40600.0,16800.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_018515,109533.0,30,4,1,1,0,2,2,2,2,12200.0,19200.0,72700.0,48300.0,20500.0,75400.0,7800.0,12800.0,43900.0,16700.0,14300.0,42600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_003700,382225.0,43,4,1,1,3,3,3,0,-1,96600.0,205100.0,283300.0,323300.0,85100.0,210200.0,40500.0,54400.0,58000.0,95500.0,58100.0,129900.0,0,SYNTHETIC_CREDIT_RISK
UCI_013614,340000.0,25,1,2,-1,0,0,0,0,0,239715.0,421651.0,203784.0,181490.0,154478.0,135259.0,10469.0,6618.0,5168.0,5014.0,5398.0,2738.0,1,UCI_CREDIT_CARD
SYN_CLI_029529,340808.0,56,1,2,1,-1,3,-2,-1,-2,52700.0,60800.0,185500.0,93100.0,75100.0,167400.0,16700.0,36800.0,17400.0,60800.0,26900.0,100100.0,1,SYNTHETIC_CREDIT_RISK
UCI_005567,110000.0,36,2,2,0,0,0,0,0,0,48120.0,44723.0,37745.0,34519.0,29541.0,42400.0,5000.0,2000.0,2000.0,2000.0,16468.0,3000.0,0,UCI_CREDIT_CARD
UCI_005503,180000.0,34,2,2,0,0,0,0,0,0,22387.0,23453.0,20171.0,20245.0,20769.0,23770.0,1500.0,1500.0,1000.0,1000.0,3490.0,1000.0,0,UCI_CREDIT_CARD
UCI_020889,380000.0,29,1,2,-1,-1,-1,-1,-1,0,388.0,388.0,388.0,388.0,775.0,387.0,389.0,389.0,389.0,776.0,1.0,435.0,0,UCI_CREDIT_CARD
UCI_024947,180000.0,37,2,2,0,0,0,0,0,0,62140.0,65729.0,68709.0,70465.0,72335.0,74807.0,5311.0,4657.0,3500.0,3650.0,3800.0,3500.0,0,UCI_CREDIT_CARD
UCI_001438,210000.0,33,2,2,0,0,0,0,0,0,187610.0,191592.0,195739.0,198081.0,202410.0,206582.0,8500.0,9000.0,7100.0,7510.0,7700.0,9051.0,0,UCI_CREDIT_CARD
SYN_CLI_021934,261487.0,69,2,3,1,2,0,-1,4,3,173200.0,212100.0,34000.0,68900.0,130100.0,179600.0,43300.0,89200.0,21800.0,31600.0,70900.0,89600.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_003300,403333.0,74,4,1,2,2,0,4,-2,-2,297200.0,128900.0,129900.0,38200.0,239600.0,75900.0,190800.0,74600.0,88300.0,23700.0,155100.0,39600.0,0,SYNTHETIC_CREDIT_RISK
UCI_010769,500000.0,41,1,1,2,0,0,0,0,0,564757.0,572834.0,430774.0,437950.0,447203.0,456453.0,19850.0,17200.0,15853.0,17000.0,17000.0,15740.0,1,UCI_CREDIT_CARD
SYN_CLI_010189,67342.0,21,2,1,2,-2,1,0,-1,3,30100.0,31900.0,20800.0,26100.0,23600.0,46200.0,2300.0,20400.0,7400.0,700.0,13200.0,14400.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_007721,17794.0,35,1,2,2,0,0,3,-2,3,2300.0,6500.0,3900.0,7500.0,1800.0,16500.0,800.0,3300.0,2300.0,1200.0,400.0,8400.0,1,SYNTHETIC_CREDIT_RISK
UCI_022232,180000.0,31,2,2,0,0,0,0,0,0,69502.0,69878.0,71866.0,72140.0,60885.0,32397.0,2500.0,3300.0,2140.0,1885.0,4000.0,95000.0,0,UCI_CREDIT_CARD
SYN_CLI_010947,395328.0,48,4,2,3,1,-1,-2,3,4,85000.0,234900.0,125400.0,180400.0,144800.0,114300.0,19300.0,151300.0,36000.0,105400.0,49200.0,17900.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_011738,72865.0,36,2,3,0,-1,4,4,-1,1,36600.0,21900.0,6100.0,21600.0,21000.0,40400.0,17400.0,7100.0,900.0,4000.0,5600.0,20300.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_015263,289347.0,67,1,3,-2,-2,1,1,4,1,194700.0,198700.0,208500.0,63800.0,186600.0,131600.0,69200.0,115800.0,4500.0,3300.0,86900.0,53300.0,1,SYNTHETIC_CREDIT_RISK
UCI_009813,110000.0,32,2,1,0,0,0,0,0,2,110198.0,107710.0,83913.0,47369.0,48905.0,46046.0,3851.0,3021.0,1649.0,3513.0,0.0,1664.0,0,UCI_CREDIT_CARD
SYN_CLI_024786,384251.0,23,1,1,1,3,-1,1,1,-1,163800.0,105600.0,236700.0,238000.0,89400.0,210200.0,34100.0,27000.0,95000.0,3000.0,8400.0,9200.0,0,SYNTHETIC_CREDIT_RISK
UCI_016264,400000.0,34,2,1,0,0,0,0,0,0,95390.0,95654.0,97702.0,98972.0,101154.0,102371.0,2988.0,3780.0,3000.0,3004.0,2988.0,2827.0,0,UCI_CREDIT_CARD
UCI_007035,50000.0,30,2,1,0,0,0,0,0,0,48139.0,49364.0,50558.0,23921.0,24423.0,25059.0,2299.0,2493.0,856.0,887.0,1043.0,922.0,0,UCI_CREDIT_CARD
SYN_CLI_013282,21609.0,63,3,2,-2,0,0,4,-2,3,11600.0,13800.0,7100.0,8700.0,6800.0,8800.0,800.0,900.0,2400.0,1400.0,700.0,1400.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_000360,376817.0,33,1,2,3,-1,4,2,4,3,41800.0,140900.0,66400.0,154500.0,155700.0,59200.0,18800.0,37400.0,44600.0,24100.0,103400.0,7600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_029028,320310.0,61,2,3,1,4,-2,4,1,0,179700.0,27500.0,74900.0,201200.0,69000.0,2600.0,2600.0,100.0,13500.0,89000.0,3600.0,400.0,1,SYNTHETIC_CREDIT_RISK
UCI_003218,320000.0,52,3,2,0,0,0,0,0,0,31858.0,33562.0,35119.0,36886.0,38756.0,40543.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,UCI_CREDIT_CARD
UCI_000176,130000.0,56,3,1,1,2,2,2,2,3,64617.0,65978.0,67282.0,68557.0,72796.0,71345.0,3000.0,3000.0,3000.0,5500.0,0.0,0.0,1,UCI_CREDIT_CARD
SYN_CLI_020224,155870.0,38,3,1,3,-2,3,-2,3,3,29600.0,29500.0,96400.0,110900.0,54400.0,75300.0,7600.0,14500.0,54800.0,72500.0,7900.0,30300.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_023228,391000.0,29,2,3,0,1,0,-2,0,-2,286800.0,126500.0,305600.0,98900.0,7500.0,315000.0,62500.0,76600.0,128000.0,67600.0,1300.0,197200.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_020022,365306.0,33,2,3,0,1,-2,0,0,1,240000.0,111700.0,72100.0,128500.0,200500.0,86400.0,94100.0,44600.0,24700.0,45800.0,52000.0,44200.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_015355,284573.0,58,4,2,-1,2,1,-1,-1,0,126900.0,38400.0,85000.0,169000.0,53500.0,87900.0,45000.0,11500.0,6200.0,4900.0,900.0,31300.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_007364,93791.0,57,1,1,1,1,3,-1,3,-2,24700.0,35300.0,78400.0,9500.0,28100.0,11800.0,400.0,13700.0,35200.0,800.0,6200.0,4200.0,0,SYNTHETIC_CREDIT_RISK
UCI_000745,260000.0,46,2,1,-2,-2,-2,-2,-2,-2,29484.0,28592.0,16869.0,12713.0,10420.0,12532.0,10000.0,3000.0,12713.0,10420.0,12532.0,12151.0,0,UCI_CREDIT_CARD
SYN_CLI_020851,224771.0,44,2,2,0,-2,0,4,-1,-2,120200.0,95600.0,94100.0,119900.0,107900.0,115200.0,43900.0,32500.0,1300.0,31000.0,56100.0,57800.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_022806,90963.0,55,4,2,4,2,-1,-1,1,-1,17700.0,71600.0,29100.0,51300.0,58500.0,38300.0,7500.0,25200.0,6500.0,26900.0,300.0,1700.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_019510,305948.0,25,3,1,0,-1,-1,3,1,-1,269300.0,123200.0,148700.0,160700.0,220200.0,116300.0,67700.0,3800.0,5600.0,101800.0,144900.0,46100.0,0,SYNTHETIC_CREDIT_RISK
UCI_020272,80000.0,50,1,1,0,0,0,0,-2,-1,30711.0,28729.0,7605.0,0.0,0.0,3011.0,1957.0,1000.0,0.0,0.0,3011.0,2000.0,0,UCI_CREDIT_CARD
SYN_CLI_023524,242139.0,71,2,3,0,-1,2,4,-1,4,105300.0,55800.0,109700.0,102000.0,125100.0,42100.0,9600.0,19900.0,54300.0,69400.0,45200.0,28500.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_022887,369399.0,75,2,2,-2,4,4,1,1,1,227200.0,157000.0,248000.0,79300.0,143300.0,220400.0,13200.0,80800.0,58600.0,10800.0,10300.0,13400.0,1,SYNTHETIC_CREDIT_RISK
UCI_002571,180000.0,38,1,2,0,0,-2,-2,-2,-2,184650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_025495,491371.0,52,3,3,-2,2,3,1,2,-1,96600.0,342800.0,33800.0,314800.0,181400.0,76000.0,7500.0,39500.0,6300.0,53800.0,88000.0,2600.0,0,SYNTHETIC_CREDIT_RISK
UCI_011846,210000.0,27,2,2,-1,-1,-1,-1,-1,-1,190.0,-310.0,1527.0,1901.0,0.0,2706.0,0.0,3054.0,2189.0,0.0,2706.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_005288,432833.0,69,1,1,-2,4,3,-2,1,4,104800.0,7300.0,78100.0,102600.0,340000.0,137900.0,58400.0,5100.0,36100.0,51100.0,58400.0,72600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_014714,357125.0,57,2,2,3,2,-2,-2,-2,1,53300.0,178800.0,32300.0,229200.0,237500.0,90000.0,9400.0,18500.0,4100.0,81900.0,4600.0,36600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_023036,221004.0,31,2,1,-2,1,0,1,2,3,145900.0,122300.0,112400.0,53800.0,123600.0,76400.0,61100.0,40200.0,31400.0,9100.0,21500.0,25200.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_018837,323054.0,28,3,3,1,1,-1,0,0,2,153300.0,86200.0,211700.0,24800.0,205200.0,127700.0,72900.0,34700.0,88900.0,12300.0,20600.0,67000.0,1,SYNTHETIC_CREDIT_RISK
UCI_023033,150000.0,34,5,1,0,0,0,0,0,0,14967.0,17705.0,19394.0,18956.0,20684.0,22237.0,3000.0,2000.0,2000.0,2000.0,2000.0,1000.0,0,UCI_CREDIT_CARD
