client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default_next_month
CLI_011121,136966,21,4,3,4,-1,-1,4,-1,2,3,87200.0,20800.0,68800.0,30400.0,109100.0,24900.0,80100.0,500.0,29800.0,2500.0,85500.0,27100.0,0
CLI_011122,465424,75,3,2,3,4,-2,3,-1,1,-1,79800.0,45000.0,213700.0,30700.0,103900.0,48200.0,341300.0,41200.0,58500.0,24200.0,117500.0,41600.0,0
CLI_011123,137068,32,4,2,3,0,-1,4,3,3,-2,68400.0,34100.0,51500.0,29900.0,25100.0,5200.0,87000.0,43500.0,61000.0,10100.0,42900.0,23700.0,1
CLI_011124,188284,66,2,3,0,0,-1,1,3,2,0,68300.0,4300.0,57000.0,21200.0,60700.0,17100.0,66200.0,36000.0,20700.0,8600.0,102100.0,28400.0,0
CLI_011125,318120,50,3,3,3,3,4,4,0,3,-2,146000.0,67000.0,86900.0,17000.0,98000.0,62800.0,80400.0,48600.0,79300.0,15200.0,147600.0,86700.0,1
CLI_011126,59587,50,4,3,-1,-1,3,0,2,2,2,35200.0,16300.0,45800.0,11200.0,41900.0,15600.0,19100.0,9500.0,16700.0,4000.0,26700.0,13600.0,0
CLI_011127,141544,22,4,2,1,4,3,-1,-1,-1,4,71300.0,3700.0,102800.0,27200.0,66500.0,10700.0,72400.0,11300.0,12900.0,1700.0,96000.0,41500.0,1
CLI_011128,95595,75,1,3,0,1,2,4,-1,1,-1,60700.0,31900.0,46000.0,6500.0,28500.0,14200.0,51100.0,34100.0,46700.0,13700.0,79100.0,18300.0,0
CLI_011129,462937,50,1,3,-1,2,2,4,1,4,3,205500.0,9700.0,149800.0,61500.0,341500.0,7700.0,219100.0,108700.0,110200.0,100.0,82700.0,26900.0,1
CLI_011130,467045,66,1,1,1,4,3,4,0,-2,-2,56100.0,15300.0,69600.0,44900.0,172900.0,47600.0,103900.0,40400.0,273200.0,189800.0,102100.0,15600.0,0
CLI_011131,380309,63,1,3,3,1,4,-2,-2,2,-2,153900.0,106200.0,246200.0,6600.0,249800.0,70700.0,131900.0,33100.0,111700.0,59400.0,224700.0,151600.0,0
CLI_011132,131088,28,1,3,3,3,3,2,4,-1,1,94600.0,2300.0,39300.0,25500.0,45700.0,9400.0,43500.0,12700.0,31800.0,1200.0,45100.0,12600.0,1
CLI_011133,312043,73,4,1,2,-1,0,1,-2,-1,3,112100.0,43400.0,65800.0,12000.0,191200.0,33200.0,101100.0,0.0,54100.0,19400.0,127900.0,57900.0,1
CLI_011134,334511,53,3,1,0,1,-2,2,4,4,1,201700.0,40500.0,22800.0,500.0,231800.0,15400.0,63100.0,2000.0,162300.0,87400.0,217900.0,67400.0,1
CLI_011135,435995,31,1,3,2,-1,1,0,3,0,-2,345800.0,140300.0,183700.0,59500.0,180600.0,19900.0,145500.0,100000.0,153700.0,17800.0,255700.0,138700.0,1
CLI_011136,86520,52,3,1,1,3,2,1,4,4,3,35200.0,900.0,29400.0,17500.0,28500.0,8100.0,33100.0,13500.0,51000.0,13300.0,41900.0,23900.0,1
CLI_011137,370764,54,4,1,0,4,-2,4,-1,-2,2,6400.0,2200.0,37400.0,18200.0,69100.0,1000.0,143000.0,47900.0,269400.0,73100.0,115200.0,73800.0,0
CLI_011138,105109,56,4,2,-1,-1,-2,2,3,3,3,13000.0,7900.0,35500.0,3600.0,73300.0,27400.0,18700.0,500.0,67200.0,4500.0,21900.0,9800.0,0
CLI_011139,288659,38,4,2,1,4,4,0,2,-1,-1,230300.0,62500.0,62400.0,11200.0,92000.0,4300.0,59700.0,34900.0,196600.0,75700.0,59600.0,14400.0,0
CLI_011140,440826,72,4,1,3,-2,4,2,-1,0,-1,234800.0,156200.0,134000.0,17700.0,114000.0,26300.0,355900.0,52100.0,200000.0,129800.0,193000.0,96000.0,0
CLI_011141,40415,34,4,1,2,3,3,2,0,4,-2,16200.0,5400.0,17600.0,9300.0,12200.0,2700.0,16100.0,3100.0,7100.0,1400.0,17700.0,300.0,1
CLI_011142,82536,48,4,1,2,4,0,4,0,1,0,14700.0,3100.0,35600.0,12600.0,58000.0,5700.0,17900.0,11100.0,30100.0,9000.0,22500.0,400.0,1
CLI_011143,408433,67,4,2,3,3,-2,4,1,1,0,119200.0,52500.0,198600.0,27900.0,156100.0,109200.0,47500.0,30800.0,49400.0,5100.0,130100.0,4900.0,1
CLI_011144,19187,25,3,1,-1,4,0,0,4,2,2,11200.0,2500.0,4100.0,2400.0,5500.0,2100.0,7100.0,500.0,9900.0,1900.0,1400.0,400.0,0
CLI_011145,345711,43,1,3,3,4,4,1,0,3,0,247300.0,18700.0,99200.0,39800.0,155300.0,56900.0,69800.0,29000.0,202700.0,85800.0,14400.0,3700.0,1
CLI_011146,255604,47,4,2,-1,3,-1,2,-1,1,0,92400.0,6100.0,144800.0,90600.0,34800.0,8500.0,73900.0,1800.0,151400.0,44600.0,105700.0,60900.0,0
CLI_011147,179835,63,1,2,-1,-1,1,0,0,-1,-1,16000.0,6200.0,56200.0,15100.0,124000.0,17500.0,76700.0,26000.0,40800.0,11500.0,12100.0,2000.0,0
CLI_011148,432736,64,2,1,0,0,2,-2,-1,-2,3,54800.0,27100.0,315500.0,16500.0,98300.0,40600.0,118100.0,67100.0,144600.0,35800.0,162000.0,103100.0,0
CLI_011149,425989,64,3,1,3,-1,4,-1,0,1,0,131900.0,4700.0,226300.0,77000.0,242500.0,34800.0,113100.0,75600.0,241800.0,61100.0,286200.0,96800.0,1
CLI_011150,169735,40,3,3,2,-2,3,4,4,3,1,18500.0,4000.0,48500.0,16300.0,17300.0,7400.0,50600.0,29300.0,71700.0,900.0,46700.0,16400.0,0
CLI_011151,12169,48,4,2,-2,1,-2,-1,4,0,0,1900.0,200.0,900.0,400.0,1600.0,1000.0,3300.0,1100.0,5900.0,3000.0,7200.0,200.0,0
CLI_011152,72799,22,1,2,-2,-2,-2,4,0,2,4,8900.0,4200.0,51500.0,25700.0,11200.0,200.0,26400.0,18400.0,29200.0,17500.0,32500.0,5200.0,0
CLI_011153,62608,66,4,1,2,-1,1,2,0,-2,2,16200.0,1800.0,47800.0,1900.0,18600.0,2700.0,27800.0,15800.0,53600.0,27700.0,17300.0,600.0,1
CLI_011154,491293,37,1,2,2,-2,4,2,2,3,0,323800.0,129900.0,199200.0,75800.0,266100.0,185000.0,221700.0,26300.0,447800.0,165900.0,271600.0,8300.0,1
CLI_011155,302476,46,3,1,0,3,0,-1,2,0,3,80800.0,54900.0,195100.0,9500.0,154500.0,103000.0,14500.0,3000.0,235500.0,153500.0,198000.0,53000.0,0
CLI_011156,341601,58,1,2,-1,0,-2,0,-2,-1,-2,80200.0,39600.0,50800.0,17500.0,116400.0,35600.0,86200.0,45100.0,192100.0,26400.0,142400.0,2500.0,0
CLI_011157,123143,63,3,1,3,3,4,2,0,3,-2,56000.0,13000.0,96500.0,2500.0,61800.0,28600.0,85700.0,26300.0,80000.0,6700.0,47700.0,9000.0,1
CLI_011158,426838,25,1,3,4,-1,3,3,0,0,2,73300.0,4500.0,55900.0,20500.0,186700.0,27700.0,224400.0,57000.0,111600.0,22700.0,78800.0,48100.0,0
CLI_011159,364108,63,1,1,4,2,1,4,0,4,0,233600.0,14900.0,147500.0,84600.0,32500.0,2200.0,70400.0,28500.0,80200.0,25900.0,159700.0,5900.0,0
CLI_011160,378547,41,4,3,3,-1,-2,-2,2,3,1,108700.0,62700.0,152900.0,27100.0,215000.0,58700.0,216900.0,79800.0,255100.0,113200.0,86500.0,46300.0,1
CLI_011161,239439,43,3,1,-2,2,-1,4,1,1,-2,100000.0,38700.0,162800.0,27000.0,119600.0,21300.0,63500.0,25900.0,45000.0,26600.0,164500.0,101400.0,0
CLI_011162,352138,28,2,1,1,4,-1,2,4,-2,1,120200.0,81800.0,77100.0,49700.0,210400.0,139800.0,139600.0,9000.0,191600.0,18500.0,175600.0,58800.0,0
CLI_011163,276585,60,2,3,-1,0,-2,-1,0,4,3,230000.0,28800.0,86900.0,23800.0,19700.0,7400.0,89600.0,19700.0,117400.0,23000.0,39900.0,19000.0,1
CLI_011164,198436,47,4,3,0,-1,-1,0,-2,0,-2,69600.0,3000.0,15000.0,4200.0,29600.0,11200.0,102400.0,65400.0,67900.0,25900.0,45100.0,31300.0,0
CLI_011165,301301,26,4,3,4,-1,0,3,3,2,3,122700.0,69600.0,131400.0,26100.0,29200.0,5100.0,139000.0,69000.0,169700.0,88900.0,196600.0,45000.0,1
CLI_011166,168926,28,2,2,-1,-2,-1,-1,-1,2,4,29100.0,10000.0,65400.0,37700.0,87300.0,13500.0,53700.0,11100.0,40600.0,13000.0,46100.0,9400.0,1
CLI_011167,476894,60,1,1,2,3,-1,1,3,1,1,22500.0,3200.0,132400.0,51900.0,242400.0,91000.0,77200.0,8800.0,146700.0,47900.0,143200.0,91800.0,1
CLI_011168,361309,26,3,3,-2,0,4,-2,4,-2,-2,69100.0,5400.0,185300.0,22900.0,67600.0,5900.0,90800.0,44700.0,249900.0,131000.0,31400.0,16200.0,0
CLI_011169,372102,49,1,3,3,1,1,4,4,1,1,71500.0,27400.0,48300.0,21300.0,78000.0,4200.0,287200.0,136400.0,157700.0,16900.0,66100.0,22800.0,1
CLI_011170,361189,59,2,2,0,3,2,3,1,3,2,279300.0,6500.0,118700.0,38600.0,59800.0,15800.0,198200.0,39200.0,121300.0,57500.0,195400.0,119600.0,0
CLI_011171,229688,71,3,3,-2,1,1,-2,3,2,0,68500.0,4800.0,23900.0,9900.0,33300.0,15900.0,51500.0,1200.0,94800.0,31200.0,13400.0,8500.0,1
CLI_011172,475788,29,4,1,-1,1,4,1,3,3,-2,269800.0,800.0,255000.0,1600.0,54100.0,10200.0,204100.0,121800.0,312500.0,121800.0,73700.0,3700.0,1
CLI_011173,111852,37,1,3,0,-2,3,3,-2,3,0,14400.0,3400.0,29500.0,2300.0,56200.0,14600.0,30100.0,18700.0,44700.0,1000.0,70500.0,22600.0,0
CLI_011174,288643,29,1,3,2,2,-1,4,4,-2,-1,112200.0,62200.0,234900.0,62200.0,105000.0,25700.0,142200.0,45000.0,126400.0,61900.0,87700.0,1000.0,1
CLI_011175,44012,69,2,1,3,0,-1,-2,2,0,3,14100.0,1600.0,12600.0,1600.0,8000.0,2200.0,6900.0,2700.0,1800.0,700.0,31500.0,16500.0,1
CLI_011176,154364,53,3,1,4,2,-1,1,-2,1,-1,39400.0,16200.0,30400.0,7400.0,68500.0,15000.0,54700.0,2700.0,36300.0,15300.0,112200.0,75600.0,1
CLI_011177,291528,75,3,3,3,-2,1,0,2,4,2,76500.0,9100.0,110000.0,37100.0,43000.0,14600.0,68100.0,31800.0,124700.0,23700.0,181100.0,71600.0,1
CLI_011178,249869,23,4,3,-2,-1,-1,-2,-1,3,3,25200.0,5000.0,90800.0,51000.0,52600.0,19000.0,165600.0,46100.0,95500.0,63600.0,163700.0,200.0,0
CLI_011179,471168,59,1,1,3,4,-1,-2,-2,1,3,92400.0,62600.0,217800.0,65600.0,82100.0,22000.0,37200.0,23800.0,120600.0,62300.0,228300.0,124200.0,1
CLI_011180,310719,22,4,2,4,3,3,0,3,2,-1,80400.0,51500.0,34800.0,6900.0,153500.0,94400.0,64100.0,32600.0,225900.0,86800.0,17800.0,10600.0,1
CLI_011181,211622,26,4,1,2,2,3,0,0,-1,-2,19700.0,3600.0,73400.0,50400.0,62500.0,31100.0,37200.0,17000.0,32000.0,11900.0,59500.0,7100.0,0
CLI_011182,219097,44,4,1,0,-2,0,0,-2,2,1,48900.0,21900.0,75600.0,40600.0,115500.0,59700.0,74600.0,16400.0,109000.0,47000.0,146600.0,19600.0,0
CLI_011183,309680,41,4,1,3,2,3,2,3,1,1,135300.0,27700.0,248700.0,14200.0,36000.0,11700.0,82900.0,50100.0,49400.0,15400.0,63700.0,11600.0,1
CLI_011184,397655,41,2,1,-2,2,2,1,1,-2,4,117500.0,51100.0,59800.0,17300.0,287400.0,130100.0,26300.0,18200.0,297700.0,69100.0,271400.0,113100.0,0
CLI_011185,145500,24,2,1,-2,3,3,-2,1,3,2,82100.0,26400.0,36300.0,11200.0,91700.0,9300.0,42900.0,13000.0,59600.0,27500.0,116200.0,3000.0,1
CLI_011186,296460,50,2,1,-2,4,0,0,-2,4,0,69900.0,15900.0,98700.0,68300.0,151200.0,52400.0,154400.0,38800.0,62300.0,27800.0,58800.0,22600.0,1
CLI_011187,291614,39,2,3,2,3,1,-2,3,1,2,193900.0,94600.0,79700.0,51200.0,174300.0,70400.0,48700.0,8200.0,85100.0,1300.0,118100.0,74200.0,1
CLI_011188,14623,75,1,1,-2,-2,1,-2,3,1,-1,7400.0,400.0,3600.0,400.0,6200.0,2200.0,1500.0,300.0,5100.0,1100.0,4500.0,2500.0,0
CLI_011189,457258,64,2,1,-2,0,-1,0,0,-2,-2,220100.0,101300.0,281400.0,86000.0,329700.0,16800.0,48500.0,20000.0,204900.0,12300.0,265200.0,132300.0,0
CLI_011190,289221,44,2,2,2,-2,2,1,4,3,3,114900.0,64200.0,135900.0,30100.0,139200.0,5500.0,24800.0,4200.0,118500.0,64000.0,147400.0,16100.0,1
CLI_011191,128617,63,4,2,2,-1,0,3,1,0,2,17100.0,9800.0,46100.0,21400.0,63900.0,24400.0,31900.0,11100.0,13000.0,2000.0,40400.0,9300.0,1
CLI_011192,320465,52,1,3,-1,4,-2,2,-2,2,-1,64700.0,33500.0,116700.0,15700.0,117400.0,29300.0,53500.0,16100.0,190400.0,16100.0,157700.0,80500.0,1
CLI_011193,342128,48,4,1,3,0,2,2,4,2,-1,196700.0,83700.0,163800.0,17200.0,107100.0,10500.0,113300.0,14300.0,194400.0,2400.0,150000.0,10900.0,1
CLI_011194,458478,71,4,1,1,4,4,-2,1,-2,1,403000.0,39900.0,169800.0,51400.0,164800.0,90500.0,170900.0,12600.0,266300.0,117600.0,154200.0,71900.0,0
CLI_011195,26696,53,1,1,2,4,4,2,1,3,-2,13200.0,6100.0,8600.0,3900.0,4700.0,1700.0,14800.0,4200.0,10300.0,1400.0,14400.0,2700.0,1
CLI_011196,212723,47,4,1,3,1,0,-2,-1,4,-2,55700.0,24100.0,135200.0,57600.0,112900.0,51800.0,21700.0,12900.0,82300.0,39200.0,28700.0,300.0,1
CLI_011197,98276,52,3,1,2,2,1,-1,-1,-1,-1,50100.0,2200.0,60700.0,13900.0,55000.0,34200.0,35300.0,14200.0,24200.0,12800.0,41200.0,6900.0,1
CLI_011198,291489,63,3,3,0,-1,-1,2,3,4,2,92700.0,53800.0,132600.0,56800.0,67300.0,30900.0,45200.0,2800.0,46500.0,9400.0,238200.0,151600.0,1
CLI_011199,255787,61,4,2,1,-1,1,4,2,-1,4,57100.0,23000.0,114000.0,6500.0,58400.0,34900.0,78700.0,800.0,112000.0,68200.0,118700.0,39700.0,1
CLI_011200,242748,51,4,1,-1,2,3,2,3,-2,-1,46900.0,4800.0,127500.0,37200.0,75400.0,23000.0,53300.0,32700.0,6400.0,3600.0,29200.0,17900.0,0
CLI_011201,491192,30,2,1,2,4,3,3,4,-2,0,244300.0,118300.0,212500.0,29900.0,64800.0,32400.0,329700.0,47300.0,181900.0,69600.0,127300.0,81200.0,1
CLI_011202,270511,56,3,3,3,1,4,2,4,-1,-2,89100.0,23100.0,140700.0,81100.0,58200.0,32200.0,118300.0,41100.0,4000.0,2300.0,108200.0,50700.0,1
CLI_011203,211396,44,3,3,2,-1,2,-2,2,3,4,9200.0,3600.0,102600.0,18900.0,63900.0,100.0,41200.0,17800.0,48200.0,33300.0,43700.0,5800.0,1
CLI_011204,42978,72,1,1,-1,0,0,2,-1,0,2,6700.0,4100.0,11200.0,6200.0,19400.0,3900.0,4900.0,3000.0,8600.0,2400.0,21800.0,9700.0,0
CLI_011205,151908,70,1,2,4,2,-1,0,-1,2,1,46000.0,12900.0,44500.0,27800.0,94700.0,15200.0,88500.0,9300.0,108600.0,56500.0,95000.0,44900.0,1
CLI_011206,449668,21,3,3,3,3,0,3,-2,1,-1,244100.0,68700.0,146900.0,64800.0,161900.0,2300.0,172400.0,111100.0,226700.0,75000.0,206500.0,25900.0,1
CLI_011207,231318,75,1,1,4,-2,1,3,1,-2,-1,121900.0,37700.0,61700.0,34500.0,104300.0,10000.0,61500.0,30200.0,107100.0,29500.0,113700.0,8700.0,1
CLI_011208,456102,70,2,3,2,-1,-1,1,1,2,-1,99500.0,21300.0,109000.0,66900.0,133300.0,18700.0,307700.0,95800.0,268200.0,87800.0,73200.0,36000.0,1
CLI_011209,270987,70,1,2,2,-1,2,4,-2,4,4,74100.0,34600.0,99100.0,66800.0,83200.0,53900.0,30900.0,1400.0,110600.0,69000.0,168200.0,115800.0,1
CLI_011210,278549,48,2,1,3,3,-2,3,2,2,2,123700.0,75300.0,91500.0,53600.0,169100.0,81700.0,36400.0,1400.0,72300.0,48500.0,72900.0,27600.0,1
CLI_011211,220638,35,3,1,3,-1,-1,1,-2,1,3,108700.0,2300.0,110900.0,600.0,91300.0,35200.0,118800.0,14000.0,104500.0,10400.0,86000.0,36200.0,0
CLI_011212,282712,54,4,2,1,2,-2,-1,4,1,1,205800.0,33000.0,86300.0,4500.0,233100.0,46500.0,158700.0,32800.0,181000.0,40300.0,121200.0,300.0,0
CLI_011213,42675,69,2,1,2,-2,-1,-2,-2,4,0,4900.0,1200.0,15400.0,6700.0,9500.0,5100.0,16600.0,7700.0,12000.0,4600.0,21700.0,14700.0,1
CLI_011214,38202,45,2,1,4,-2,4,-2,1,-2,1,17300.0,3300.0,25400.0,3200.0,22800.0,15400.0,21200.0,8300.0,2700.0,1200.0,23200.0,10300.0,1
CLI_011215,243129,75,4,3,3,-2,4,0,-1,0,-1,49200.0,5100.0,81000.0,42700.0,75800.0,38500.0,89500.0,24900.0,95600.0,9400.0,97900.0,17300.0,0
CLI_011216,302995,35,2,1,-2,0,4,-1,4,2,1,73900.0,17600.0,176100.0,22000.0,84500.0,43200.0,151100.0,52100.0,92600.0,14800.0,146500.0,50800.0,0
CLI_011217,279924,67,1,1,4,-2,4,-1,0,2,3,124200.0,3100.0,170000.0,33600.0,96100.0,12100.0,185700.0,39400.0,28000.0,5300.0,143100.0,57900.0,0
CLI_011218,220284,24,1,2,1,1,3,3,0,0,3,75900.0,42400.0,45800.0,3400.0,154300.0,62600.0,104200.0,33700.0,145000.0,20800.0,71800.0,12500.0,0
CLI_011219,154072,67,4,3,-1,-1,-1,3,3,3,4,31400.0,8000.0,14900.0,9200.0,93100.0,23200.0,130700.0,44900.0,82600.0,44200.0,11700.0,7400.0,0
CLI_011220,357431,72,3,3,2,1,4,4,2,-2,1,79900.0,38900.0,238000.0,138300.0,100400.0,14600.0,61900.0,600.0,247900.0,141400.0,13200.0,3700.0,1
CLI_011221,306308,59,1,2,4,2,4,0,0,1,2,82700.0,48800.0,226200.0,72600.0,210500.0,82900.0,144500.0,11800.0,114800.0,61500.0,115700.0,68500.0,1
CLI_011222,33091,55,1,3,4,1,2,-2,0,-1,1,15700.0,1300.0,12600.0,2100.0,11700.0,0.0,13800.0,7400.0,10400.0,5500.0,26600.0,800.0,1
CLI_011223,231667,43,4,1,-1,3,1,-2,-1,1,2,94300.0,27100.0,203500.0,53100.0,101100.0,14500.0,31900.0,6600.0,70100.0,47700.0,87100.0,46200.0,0
CLI_011224,358334,69,3,1,2,3,0,1,-1,0,1,95800.0,37900.0,185000.0,26900.0,183300.0,42300.0,186600.0,114900.0,89300.0,15100.0,132200.0,18300.0,0
CLI_011225,394245,27,2,3,-1,2,-2,3,-1,3,-2,83600.0,57600.0,53600.0,1200.0,206400.0,5000.0,101500.0,12000.0,87900.0,23600.0,213600.0,21600.0,0
CLI_011226,150577,36,2,3,2,1,-1,2,2,-1,0,82700.0,4100.0,88700.0,14800.0,48600.0,19500.0,73200.0,22100.0,20600.0,7500.0,72700.0,1100.0,1
CLI_011227,463236,28,2,2,1,1,-1,-1,3,1,1,57800.0,29800.0,216400.0,7000.0,353000.0,147600.0,231300.0,142600.0,297900.0,93300.0,281000.0,147500.0,1
CLI_011228,329335,36,4,1,4,-1,3,4,3,3,1,139600.0,14100.0,143400.0,59800.0,93100.0,20800.0,88900.0,15600.0,94200.0,42800.0,113600.0,53700.0,1
CLI_011229,224459,49,1,1,-2,1,-2,4,3,0,0,73300.0,40800.0,101000.0,30500.0,112400.0,4700.0,79600.0,30600.0,72400.0,27400.0,155900.0,96400.0,0
CLI_011230,317291,39,4,1,0,2,2,-1,0,1,-2,54000.0,5200.0,128600.0,39900.0,123300.0,42600.0,76400.0,13000.0,156100.0,42300.0,118600.0,17100.0,0
CLI_011231,437047,44,1,3,3,4,2,3,-1,2,-1,264100.0,53400.0,20900.0,8500.0,258400.0,22800.0,46300.0,7500.0,138500.0,93500.0,120900.0,35600.0,1
CLI_011232,121152,33,1,1,1,0,1,2,-2,-1,3,17600.0,8600.0,20800.0,600.0,77400.0,32400.0,58600.0,31600.0,26500.0,600.0,62100.0,28200.0,1
CLI_011233,83680,40,2,3,1,2,-1,-1,3,-1,-2,38000.0,25100.0,35500.0,21800.0,23600.0,9900.0,21600.0,5700.0,22500.0,12900.0,46500.0,27300.0,0
CLI_011234,225821,48,4,2,2,-1,2,3,1,-1,-2,26900.0,15700.0,39100.0,26200.0,196000.0,104300.0,72000.0,10900.0,36300.0,14200.0,123600.0,75900.0,1
CLI_011235,51123,32,1,3,0,-2,1,2,-1,2,2,32700.0,13700.0,38900.0,7400.0,11200.0,100.0,16800.0,4600.0,16900.0,10500.0,29100.0,8200.0,1
CLI_011236,419460,72,1,1,-1,4,2,-2,0,1,-2,302700.0,211500.0,156600.0,55200.0,143800.0,55300.0,330500.0,43400.0,210100.0,21100.0,109400.0,27500.0,0
CLI_011237,485516,70,2,2,0,-1,-1,0,2,0,2,240300.0,134100.0,51800.0,9400.0,98800.0,9000.0,261300.0,140500.0,7500.0,100.0,205200.0,33000.0,0
CLI_011238,306739,69,1,1,0,2,1,-1,0,0,0,54800.0,4300.0,133800.0,85600.0,77800.0,28600.0,226400.0,117200.0,143000.0,60300.0,190900.0,86100.0,0
CLI_011239,490126,21,2,1,-1,-1,2,1,0,1,-2,94000.0,54900.0,202100.0,60700.0,174900.0,65600.0,293500.0,98700.0,144400.0,44700.0,184100.0,42500.0,0
CLI_011240,43681,48,2,2,2,0,-1,-2,3,2,2,15500.0,8300.0,8500.0,2900.0,24000.0,15400.0,13400.0,8700.0,13800.0,9200.0,14700.0,6700.0,1
CLI_011241,319946,64,3,2,0,3,4,0,-1,3,4,178300.0,57800.0,147400.0,13000.0,38600.0,22800.0,196500.0,77500.0,102500.0,23000.0,100400.0,57400.0,0
CLI_011242,227025,40,2,3,0,-1,-1,2,1,2,-1,56100.0,13100.0,193100.0,53200.0,108500.0,47700.0,190300.0,115600.0,9100.0,6000.0,174400.0,67300.0,0
CLI_011243,145909,33,3,1,-1,-2,-2,-1,-1,3,0,107900.0,55000.0,58100.0,24100.0,62200.0,14900.0,19300.0,13300.0,21700.0,8100.0,62700.0,19100.0,1
CLI_011244,162768,54,4,2,4,0,-2,0,3,0,-2,92400.0,44500.0,70300.0,3700.0,114300.0,47900.0,87500.0,25700.0,60100.0,34300.0,112500.0,63600.0,1
CLI_011245,277137,21,2,3,-2,3,-2,0,4,-1,4,182700.0,67300.0,151800.0,57300.0,102700.0,66000.0,178900.0,102500.0,67300.0,30100.0,65800.0,14000.0,1
CLI_011246,324406,54,4,3,1,3,-2,-2,-1,2,0,31000.0,20500.0,122200.0,81300.0,81700.0,52100.0,29500.0,7200.0,61200.0,25100.0,129800.0,50600.0,0
CLI_011247,90364,45,2,1,4,2,4,2,-2,-2,3,57800.0,39500.0,24600.0,5500.0,29000.0,16600.0,37400.0,16500.0,36300.0,23400.0,40300.0,9200.0,1
CLI_011248,311136,58,4,1,2,3,0,-2,-1,3,-1,138100.0,31700.0,286200.0,171400.0,186600.0,92800.0,110200.0,25700.0,147600.0,80300.0,124800.0,60900.0,1
CLI_011249,464005,58,3,3,4,3,1,4,-2,1,3,240800.0,156100.0,80500.0,100.0,63000.0,5400.0,153300.0,14200.0,205400.0,74400.0,189200.0,60000.0,1
CLI_011250,15095,50,1,3,-1,1,-1,2,-1,-2,4,7900.0,4300.0,1800.0,700.0,12600.0,1900.0,11600.0,6100.0,11700.0,3400.0,5300.0,1200.0,1
CLI_011251,440395,53,4,1,1,1,2,1,3,3,-2,163100.0,73600.0,276100.0,86700.0,312200.0,40100.0,243800.0,166500.0,129700.0,4300.0,108500.0,4600.0,1
CLI_011252,307770,22,3,1,4,3,-2,2,0,2,-1,209100.0,132900.0,127400.0,36400.0,104100.0,26600.0,66400.0,9500.0,176000.0,102400.0,78000.0,29000.0,1
CLI_011253,177687,74,2,2,-2,2,0,0,3,-1,3,137800.0,65200.0,69800.0,19200.0,106100.0,9800.0,50200.0,13000.0,67900.0,11500.0,87900.0,4300.0,1
CLI_011254,370076,25,3,1,4,1,0,0,2,3,-1,109000.0,46900.0,214900.0,31900.0,127200.0,84200.0,298100.0,90400.0,234600.0,78500.0,8800.0,700.0,1
CLI_011255,312715,74,4,2,-2,-2,1,3,0,-2,4,201900.0,104700.0,53000.0,1900.0,149600.0,41200.0,42500.0,21100.0,123700.0,5700.0,209700.0,109400.0,0
CLI_011256,386677,74,1,1,2,3,-2,4,2,3,0,123500.0,32700.0,16800.0,4500.0,11700.0,1400.0,174100.0,35800.0,131900.0,45100.0,13100.0,7300.0,1
CLI_011257,49831,60,1,3,3,-2,1,-1,-2,4,-1,29700.0,600.0,20700.0,13600.0,22700.0,6800.0,30400.0,7500.0,4800.0,900.0,18300.0,300.0,1
CLI_011258,38898,62,4,2,-1,3,2,-2,-2,4,2,10000.0,5700.0,25500.0,16600.0,18400.0,2600.0,5100.0,1400.0,27300.0,6500.0,8000.0,4300.0,0
CLI_011259,324587,22,2,1,3,1,4,0,-1,4,0,60600.0,39500.0,161500.0,66900.0,178600.0,28600.0,172800.0,6900.0,235100.0,39800.0,118400.0,36800.0,1
CLI_011260,158792,73,4,1,1,1,1,-1,-1,-1,-2,89200.0,13900.0,46600.0,17100.0,54600.0,37300.0,55300.0,800.0,75400.0,31300.0,78300.0,41500.0,0
CLI_011261,126752,50,4,2,2,4,3,3,-1,3,-2,66300.0,25700.0,47200.0,11300.0,69700.0,35500.0,46900.0,27500.0,6300.0,1600.0,23500.0,2000.0,1
CLI_011262,216424,39,4,3,-2,-1,-2,1,2,1,3,110300.0,20700.0,27900.0,19100.0,143900.0,77300.0,175100.0,77000.0,54900.0,14000.0,46300.0,3500.0,1
CLI_011263,365355,57,4,1,-2,0,-2,-1,1,3,3,195000.0,68900.0,62500.0,25300.0,105000.0,8200.0,185300.0,16900.0,37100.0,4100.0,99800.0,67400.0,1
CLI_011264,98088,50,4,3,-2,3,-1,4,4,1,4,33500.0,13000.0,25900.0,4000.0,40900.0,17800.0,21200.0,4200.0,34500.0,18200.0,32400.0,10800.0,1
CLI_011265,486865,40,3,3,0,4,-2,-1,3,0,4,125600.0,63700.0,318500.0,197200.0,318400.0,116300.0,334500.0,80400.0,73900.0,7300.0,192300.0,73100.0,0
CLI_011266,216159,38,1,1,0,3,-2,4,3,-1,3,102200.0,6500.0,111500.0,61500.0,31600.0,9700.0,125100.0,34400.0,198600.0,42700.0,38200.0,14800.0,1
CLI_011267,83784,27,1,2,2,2,3,3,3,0,1,52900.0,31600.0,67800.0,16300.0,25600.0,900.0,12100.0,5200.0,52000.0,14600.0,56100.0,31300.0,1
